Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,,Bankruptcies,Current Credit Balance,Monthly Debt,Credit Score
5673,Home Mortgage,949810,10+ years,0,15,50.6,1180388,0,,0,486267,15514,727
5674,Own Home,299136,< 1 year,0,4,10.7,190454,0,,0,123861,3266,705
5675,Home Mortgage,848122,,0,9,16.2,790548,3,,3,350246,14135,746
5676,Home Mortgage,2353264,6 years,0,13,14.2,758274,0,,0,207594,19277,744
5677,Home Mortgage,4051845,5 years,0,6,23.4,625834,1,,0,509143,65167,689
5678,Rent,539334,3 years,0,10,18.2,304920,0,,0,110086,12584,729
5679,Rent,1859340,10+ years,0,11,21,234278,0,,0,168739,22467,701
5680,Home Mortgage,1691874,4 years,0,12,14.6,283030,0,,0,191881,26083,741
5681,Rent,1120335,10+ years,0,14,20,723140,1,,1,408443,22967,686
5682,Own Home,1531704,10+ years,0,7,16.2,386012,1,,1,223364,7952,737
5683,Rent,,3 years,0,18,15.1,336644,0,,0,260509,37547,
5684,Home Mortgage,964098,< 1 year,0,7,21,354530,0,,0,172995,4250,743
5685,Rent,1743174,10+ years,0,6,14.3,217646,1,,1,147744,17432,741
5686,Home Mortgage,3017371,3 years,0,9,23.8,1037124,0,,0,661029,31507,734
5687,Rent,,5 years,0,13,8.9,110198,0,,0,58159,22223,
5688,Rent,1338474,< 1 year,0,7,18,0,0,,0,0,9838,717
5689,Home Mortgage,1045209,1 year,0,14,13.6,345334,0,,0,202502,17333,745
5690,Rent,,5 years,0,2,15,28996,0,,0,16530,480,
5691,Rent,3113036,6 years,0,21,17.4,2575518,0,,0,82308,27239,7390
5692,Rent,1033828,2 years,0,3,32.5,130592,0,,0,106799,6332,704
5693,Rent,1600788,4 years,0,9,16.8,815078,0,,0,459667,20543,745
5694,Home Mortgage,608095,2 years,0,9,13.5,863500,0,,0,202844,7713,747
5695,Rent,,4 years,0,7,5.8,258896,0,,0,30400,1726,
5696,Home Mortgage,944471,,0,11,22.4,621258,0,,0,483968,17237,698
5697,Rent,795606,10+ years,0,21,22.9,710644,1,,1,324672,20023,738
5698,Own Home,,10+ years,0,7,32.5,351406,0,,0,198797,23251,
5699,Rent,865526,4 years,0,8,8.5,302962,0,,0,172159,10314,735
5700,Home Mortgage,,3 years,0,16,32,930578,0,,0,299763,21578,
5701,Own Home,,,0,4,12,70070,1,,1,45315,4517,
5702,Rent,1813493,7 years,0,19,14,501556,0,,0,114779,23877,713
5703,Rent,690194,4 years,0,13,16.8,786214,0,,0,183331,14730,742
5704,Home Mortgage,1115262,7 years,0,11,35,1300332,0,,0,737827,23235,741
5705,Home Mortgage,2716031,10+ years,0,12,15,867350,0,,0,448685,29424,728
5706,Home Mortgage,1149842,8 years,0,7,20.5,622182,0,,0,76304,4666,750
5707,Home Mortgage,1135668,3 years,0,8,17,372834,1,,1,133304,9653,724
5708,Home Mortgage,1594499,10+ years,0,11,17.4,551540,0,,0,378689,38932,703
5709,Home Mortgage,1669055,10+ years,0,12,27.3,261030,0,,0,183046,22393,726
5710,Home Mortgage,,9 years,0,15,10.3,711832,0,,0,162298,23609,
5711,Home Mortgage,,3 years,0,15,18.4,594418,1,,1,183274,14583,
5712,Rent,1224626,10+ years,0,5,24.6,264000,1,,1,69312,13981,745
5713,Home Mortgage,518225,10+ years,0,12,17.1,302346,1,,1,141265,8421,739
5714,Rent,1965322,4 years,0,4,31,299046,0,,0,233472,20800,724
5715,Rent,,4 years,0,5,18.5,575388,0,,0,412965,13463,
5716,Home Mortgage,1150032,3 years,0,14,9,410762,0,,0,259673,22809,740
5717,Own Home,,< 1 year,0,12,17.5,1252988,0,,0,373331,8882,
5718,Rent,691942,7 years,0,13,13.5,739354,0,,0,213275,14242,730
5719,Rent,1938190,2 years,0,11,13.6,275572,1,,1,58064,8916,748
5720,Home Mortgage,,10+ years,0,8,11.5,0,0,,0,48545,14130,
5721,Rent,1061834,10+ years,0,7,19.4,1347544,0,,0,629603,14069,720
5722,Home Mortgage,2891895,10+ years,0,14,26.6,1100462,0,,0,620597,21930,7410
5723,Rent,934534,< 1 year,0,12,15.9,326942,0,,0,253270,12694,7150
5724,Home Mortgage,2397097,3 years,0,10,26.1,575190,0,,0,348232,9369,7210
5725,Rent,1939349,2 years,0,6,14.1,345224,0,,0,42940,44767,742
5726,Home Mortgage,1235741,10+ years,0,12,26.5,603702,0,,0,252871,26568,676
5727,Rent,642105,10+ years,0,8,15.5,624052,0,,0,363793,16534,738
5728,Rent,,9 years,2,6,22,283118,2,,0,229843,61905,
5729,Home Mortgage,1283735,10+ years,0,8,14.5,458832,1,,1,352279,13158,696
5730,Rent,673455,3 years,0,11,33,440792,0,,0,157605,8586,7410
5731,Home Mortgage,1475198,8 years,0,10,24.9,19280426,0,,0,1132286,17543,751
5732,Home Mortgage,,10+ years,0,14,30.7,789954,0,,0,558752,12738,
5733,Home Mortgage,1529576,10+ years,0,8,31.1,537812,0,,0,418038,21924,7020
5734,Rent,,3 years,0,12,14.3,518584,0,,0,308598,20809,
5735,Home Mortgage,2390675,10+ years,0,13,16.3,936298,0,,0,667907,51798,734
5736,Rent,1405905,4 years,0,19,14.8,436744,0,,0,170487,14996,747
5737,Home Mortgage,1445501,10+ years,0,11,14.2,503448,0,,0,395675,23249,715
5738,Rent,2167178,8 years,0,42,27.5,1913538,0,,0,1388178,62487,6800
5739,Home Mortgage,807861,3 years,0,9,12.1,503580,0,,0,232237,14353,710
5740,Rent,1287098,10+ years,0,5,17.3,197098,1,,1,115748,12656,734
5741,Home Mortgage,1155048,10+ years,0,5,26.2,228140,0,,0,161557,13187,722
5742,Home Mortgage,773832,5 years,0,11,25,842094,0,,0,219640,17024,7020
5743,Home Mortgage,1534896,10+ years,1,8,16.8,531256,2,,1,128478,4515,704
5744,Rent,1515136,1 year,0,7,8.2,160072,0,,0,95798,13889,736
5745,Home Mortgage,2518659,10+ years,0,8,17.2,227414,1,,1,139441,25606,702
5746,Home Mortgage,1578596,10+ years,0,9,17.4,152460,0,,0,70433,6262,688
5747,Home Mortgage,756580,10+ years,0,10,19,229768,0,,0,97831,20869,739
5748,Rent,1783872,3 years,0,16,18.2,619828,0,,0,253745,20663,697
5749,Home Mortgage,1817502,8 years,0,12,15.3,1210396,0,,0,418133,23325,727
5750,Own Home,,9 years,0,12,19.9,1656314,0,,0,530689,14054,
5751,Own Home,706876,< 1 year,0,16,8,524150,0,,0,216828,12370,702
5752,Home Mortgage,850041,10+ years,0,12,26.6,270138,0,,0,150936,18984,716
5753,Home Mortgage,,10+ years,0,6,17,285780,0,,0,211755,24962,
5754,Rent,973370,2 years,0,9,12.6,523094,0,,0,394383,18494,652
5755,Home Mortgage,2733758,10+ years,0,5,19.6,310970,0,,0,270978,15765,687
5756,Rent,654227,< 1 year,0,5,8.9,88308,0,,0,22876,6504,737
5757,Home Mortgage,777100,10+ years,0,8,10,430958,1,,1,35359,16967,723
5758,Rent,2516531,2 years,0,10,15.4,842050,0,,0,437779,26004,738
5759,Home Mortgage,,5 years,0,7,18.8,932822,0,,0,709745,10733,
5760,Rent,863550,1 year,0,8,25.2,282040,1,,1,131784,9355,728
5761,Home Mortgage,1415462,3 years,0,9,19.3,1774542,0,,0,1241365,34443,7400
5762,Rent,571254,1 year,0,7,8.6,189794,0,,0,76057,6874,726
5763,Rent,863379,1 year,0,10,21.5,455334,0,,0,176168,5907,713
5764,Home Mortgage,1313242,< 1 year,0,25,15.8,750112,0,,0,277913,16306,7250
5765,Rent,1279745,5 years,0,10,13.1,227964,1,,1,103759,12371,721
5766,Home Mortgage,1164909,10+ years,0,8,15,356422,0,,0,169309,16503,732
5767,Rent,1505256,2 years,0,11,10.7,479534,0,,0,227791,19192,742
5768,Rent,541842,4 years,0,9,8.2,387728,0,,0,142994,9527,735
5769,Rent,930943,2 years,0,9,7.8,48664,0,,0,29203,11171,709
5770,Home Mortgage,2405400,10+ years,0,19,34,639694,0,,0,324311,44299,723
5771,Rent,775257,6 years,0,8,10.7,276122,0,,0,119244,10789,742
5772,Home Mortgage,1420307,10+ years,0,13,15,493746,0,,0,204668,32312,745
5773,Rent,1397507,1 year,0,8,19.7,472516,0,,0,57532,32410,750
5774,Home Mortgage,7655480,10+ years,0,12,10.8,1837616,0,,0,766536,43062,735
5775,Rent,1543256,2 years,0,9,10.5,697026,0,,0,437646,30994,733
5776,Home Mortgage,,3 years,0,7,15.1,193732,0,,0,95380,10205,
5777,Rent,495577,1 year,0,7,6.9,578028,0,,0,309510,9498,7400
5778,Rent,,7 years,0,8,17.9,461406,0,,0,312417,15669,
5779,Home Mortgage,742710,7 years,0,9,10.8,203038,1,,1,88388,15597,703
5780,Home Mortgage,1159836,7 years,0,11,21.9,575432,0,,0,482068,22423,740
5781,Rent,1592580,,0,13,27.9,773322,0,,0,136914,18766,748
5782,Rent,998374,3 years,0,8,6.5,389092,0,,0,153900,7987,743
5783,Home Mortgage,,5 years,0,14,23.3,426294,0,,0,266171,64840,
5784,Rent,,2 years,0,4,8.7,363990,0,,0,246126,6917,
5785,Rent,1051175,7 years,0,12,10.2,530794,0,,0,281922,30396,726
5786,Own Home,991857,2 years,0,12,13.1,357808,0,,0,300048,13390,668
5787,Home Mortgage,2950016,10+ years,0,17,15.7,912472,0,,0,289218,42775,691
5788,Rent,3034224,3 years,0,10,16.7,307582,4,,4,137066,17295,692
5789,Own Home,,6 years,0,17,28.9,2203762,0,,0,1166695,42966,
5790,Home Mortgage,1224626,6 years,0,10,15.6,137324,1,,1,48507,24493,738
5791,Rent,741684,2 years,0,6,14,326018,0,,0,161329,12732,7330
5792,Home Mortgage,,9 years,0,7,19.2,499246,0,,0,310004,5568,
5793,Rent,1235190,2 years,0,6,9.3,75878,0,,0,34865,8605,710
5794,Own Home,964098,4 years,0,9,15.5,55858,0,,0,33193,17193,672
5795,Home Mortgage,1766924,6 years,0,19,15.7,2063226,0,,0,418741,28860,751
5796,Rent,968240,10+ years,0,6,16,338646,0,,0,287489,7520,643
5797,Rent,912722,10+ years,0,14,16.5,699534,0,,0,399342,18825,744
5798,Home Mortgage,,6 years,0,10,22.9,2457312,0,,0,1740229,43083,
5799,Rent,780482,3 years,0,9,15.6,92774,1,,1,26448,5138,713
5800,Rent,2277948,< 1 year,0,14,12.1,936166,0,,0,455183,29234,734
5801,Home Mortgage,1994259,10+ years,0,10,20,161150,0,,0,74176,19610,719
5802,Rent,,10+ years,0,9,15.8,878196,0,,0,618887,22905,
5803,Home Mortgage,1058376,9 years,0,13,13,603504,0,,0,264252,6888,713
5804,Home Mortgage,1033695,8 years,0,16,16.5,461428,0,,0,137883,6374,6580
5805,Rent,709289,2 years,0,9,8.5,313236,0,,0,113620,13536,731
5806,Rent,1512932,,1,9,19,345554,1,,0,163837,28746,742
5807,Rent,1339177,7 years,0,2,14.7,221562,0,,0,87058,8638,723
5808,Home Mortgage,1780433,9 years,0,6,22,494428,0,,0,298908,10950,748
5809,Home Mortgage,1550704,10+ years,0,8,17.9,695420,0,,0,446234,21064,739
5810,Home Mortgage,1377861,1 year,0,15,18.9,1127896,0,,0,716946,38466,6650
5811,Rent,1408185,9 years,0,14,16.1,256388,0,,0,84588,17720,732
5812,Home Mortgage,,4 years,0,9,10,159566,0,,0,116717,14886,
5813,Home Mortgage,1791833,6 years,0,7,32.3,366762,0,,0,156465,25534,712
5814,Rent,969285,10+ years,0,5,12.1,92004,0,,0,55613,15024,713
5815,Rent,,4 years,0,10,18.4,304260,0,,0,94867,22586,
5816,Home Mortgage,2071817,2 years,0,12,14.6,372724,0,,0,264936,18646,739
5817,Home Mortgage,929290,10+ years,0,10,19.5,314138,0,,0,185839,18199,722
5818,Home Mortgage,963547,10+ years,0,11,30,6148120,0,,0,2097353,21086,748
5819,Rent,1350786,7 years,0,21,14.4,1255892,0,,0,393718,29267,701
5820,Rent,1950901,3 years,0,15,26.8,925496,0,,0,570703,38368,728
5821,Home Mortgage,1407482,4 years,0,17,13.2,1433586,0,,0,671042,18414,729
5822,Home Mortgage,,10+ years,0,14,19.8,375628,1,,1,211185,14439,
5823,Home Mortgage,5493527,10+ years,0,14,17.9,5788684,0,,0,2759617,48068,727
5824,Rent,,3 years,0,5,13.4,114862,0,,0,92340,3558,
5825,Rent,766992,< 1 year,0,11,15.8,1001308,0,,0,351082,19942,745
5826,Rent,,7 years,0,15,12.4,436656,0,,0,306584,25308,
5827,Rent,863094,2 years,0,12,19,617298,0,,0,274018,12932,734
5828,Home Mortgage,957030,10+ years,0,8,18,270578,1,,1,138339,14435,734
5829,Rent,786581,1 year,0,7,11.7,281710,0,,0,135280,9767,7040
5830,Home Mortgage,,10+ years,0,18,17.7,747516,0,,0,415758,42230,
5831,Home Mortgage,622402,3 years,0,13,10,276892,0,,0,81795,11670,736
5832,Home Mortgage,1423347,10+ years,0,20,29.1,847858,0,,0,672923,26806,702
5833,Own Home,867141,3 years,0,12,11,354860,0,,0,176225,9177,742
5834,Rent,1380179,7 years,0,15,12.8,562474,0,,0,42750,11593,724
5835,Rent,600704,10+ years,0,9,9.6,654544,0,,0,435822,13416,7350
5836,Home Mortgage,,10+ years,0,13,12.5,344058,0,,0,200279,7395,
5837,Rent,571881,10+ years,0,12,15.1,605440,0,,0,185098,7101,748
5838,Home Mortgage,,5 years,0,15,9.5,1343870,0,,0,406220,40550,
5839,Home Mortgage,,10+ years,0,14,21.8,731610,0,,0,116261,30042,
5840,Home Mortgage,868832,1 year,0,9,13.9,298738,0,,0,134938,7182,721
5841,Rent,966758,10+ years,0,12,30,342188,0,,0,104918,15412,709
5842,Own Home,947473,< 1 year,0,8,15,369446,0,,0,223668,16502,699
5843,Rent,1977330,10+ years,0,17,21.6,1174866,0,,0,803605,37553,744
5844,Rent,,6 years,0,16,17.2,505010,0,,0,289598,14799,
5845,Rent,,1 year,0,16,7.6,758758,0,,0,172995,5149,
5846,Rent,2131382,3 years,0,15,12.7,727760,0,,0,127585,11243,710
5847,Rent,,2 years,0,14,9.2,602712,0,,0,93689,19738,
5848,Own Home,663271,< 1 year,0,12,18.7,335984,1,,1,170924,9783,740
5849,Home Mortgage,860301,2 years,0,8,15.9,686092,0,,0,292125,6710,740
5850,Home Mortgage,1886510,10+ years,0,13,17.1,552398,0,,0,155059,26097,708
5851,Own Home,,3 years,0,20,13.5,983664,0,,0,280345,14539,
5852,Rent,576555,< 1 year,0,9,7.9,262504,0,,0,216733,13165,716
5853,Home Mortgage,,10+ years,0,11,22.5,333168,0,,0,121429,23052,
5854,Home Mortgage,2279772,10+ years,0,9,15.3,219934,0,,0,184053,26027,7300
5855,Home Mortgage,2105580,3 years,0,11,26.8,389070,0,,0,309491,27373,714
5856,Own Home,468787,1 year,0,11,5.5,433598,0,,0,103740,10626,685
5857,Rent,2692718,2 years,0,10,10,725780,0,,0,470117,13666,727
5858,Own Home,2218003,1 year,0,11,25,1085678,0,,0,496945,43251,7130
5859,Rent,,5 years,0,11,14.5,360448,0,,0,231610,15955,
5860,Rent,1245507,3 years,0,6,13.4,237336,0,,0,171152,14385,697
5861,Rent,,10+ years,0,3,11.8,135806,0,,0,60648,1585,
5862,Rent,1160862,< 1 year,0,13,11.5,419474,0,,0,82593,25636,747
5863,Home Mortgage,3663789,10+ years,0,17,34.1,3098150,0,,0,973959,35417,742
5864,Rent,3616593,9 years,0,11,16.4,524282,0,,0,255835,40385,725
5865,Home Mortgage,,,0,7,23.4,3446344,0,,0,59527,3279,
5866,Home Mortgage,777480,5 years,0,7,8,121484,0,,0,87818,8876,733
5867,Rent,225112,3 years,0,5,9,204424,0,,0,3002,236,709
5868,Home Mortgage,767220,10+ years,0,10,14.9,657052,1,,1,353514,17965,733
5869,Home Mortgage,1492792,5 years,0,18,24.9,1546798,0,,0,928416,39310,684
5870,Home Mortgage,1762155,10+ years,0,7,25.6,450516,0,,0,288306,25404,748
5871,Own Home,679440,9 years,0,8,12.6,94644,1,,1,34010,11494,7330
5872,Home Mortgage,1717353,2 years,0,9,17.7,128106,0,,0,106761,17746,6960
5873,Home Mortgage,,6 years,0,15,26.5,1915254,0,,0,507813,12416,
5874,Rent,804346,2 years,0,5,16,248974,1,,1,128155,9920,7180
5875,Rent,538232,4 years,0,12,7.6,467984,0,,0,138624,12155,728
5876,Rent,,10+ years,0,7,17.8,259468,1,,1,36746,16354,
5877,Rent,785156,6 years,0,16,18.6,519464,0,,0,221616,7590,733
5878,Home Mortgage,1453500,3 years,0,6,12.5,327426,0,,0,93309,9145,748
5879,Rent,765529,5 years,0,8,8,388784,0,,0,237044,17288,657
5880,Home Mortgage,2132256,10+ years,0,17,20,2242240,0,,0,1518195,33939,710
5881,Rent,,< 1 year,0,4,18.7,172722,1,,0,146186,19270,
5882,Home Mortgage,1742756,10+ years,0,12,24.7,641080,0,,0,252472,37179,746
5883,Rent,,< 1 year,0,8,14,349756,0,,0,165224,15126,
5884,Home Mortgage,1664799,8 years,0,19,20.6,3206060,1,,1,1281987,12236,745
5885,Home Mortgage,564984,6 years,0,9,9.6,233420,0,,0,142918,6168,743
5886,Rent,1817274,10+ years,0,18,16.8,562826,1,,1,182761,20747,743
5887,Home Mortgage,2821671,9 years,0,5,22.1,184932,0,,0,70110,7101,746
5888,Rent,,10+ years,0,18,31.7,769296,0,,0,511575,28034,
5889,Rent,769500,3 years,0,15,33,569866,0,,0,174724,8464,717
5890,Rent,933375,10+ years,0,17,20.1,768372,0,,0,152627,6254,741
5891,Rent,2436655,10+ years,0,23,25.1,2114310,0,,0,482068,45687,735
5892,Home Mortgage,1747278,10+ years,0,8,19.8,206844,0,,0,159334,20385,744
5893,Rent,969475,2 years,0,13,15.1,403150,0,,0,264271,14704,718
5894,Home Mortgage,1221415,10+ years,0,10,16.9,868208,0,,0,465633,23716,689
5895,Rent,895071,10+ years,0,4,14.5,161392,1,,1,22306,2081,708
5896,Rent,907440,10+ years,0,12,9.9,471438,0,,0,280535,14217,735
5897,Rent,,4 years,0,7,21.7,341462,0,,0,169860,12715,
5898,Rent,1399350,10+ years,0,10,11.7,676192,0,,0,466013,34984,668
5899,Home Mortgage,2451418,10+ years,0,25,21.9,2687762,0,,0,1274368,50254,7480
5900,Own Home,1045741,4 years,0,19,17.7,645260,0,,0,270275,17603,676
5901,Home Mortgage,2362080,3 years,0,26,26.8,383130,0,,0,260072,16790,706
5902,Rent,493905,8 years,0,16,9.8,1356564,0,,0,474487,11977,721
5903,Rent,1431156,10+ years,0,16,30.5,729982,0,,0,436905,38402,688
5904,Rent,,1 year,3,10,16,543906,4,,1,37582,11103,
5905,Home Mortgage,,3 years,0,26,17.8,889130,0,,0,439242,20222,
5906,Rent,1692235,10+ years,0,11,20.9,514866,1,,1,372172,29614,738
5907,Home Mortgage,844911,9 years,0,10,16.8,650364,0,,0,310612,11265,724
5908,Home Mortgage,,10+ years,0,15,14.6,477312,0,,0,244036,19530,
5909,Home Mortgage,2073603,10+ years,0,11,17.5,1024650,0,,0,544236,23501,718
5910,Rent,1580439,10+ years,0,11,20.5,1762860,0,,0,51756,5452,724
5911,Home Mortgage,1704965,8 years,0,13,15.9,882970,0,,0,469737,26711,747
5912,Rent,577410,7 years,0,7,12.5,225170,0,,0,146433,9662,743
5913,Rent,1420288,3 years,0,8,20.8,205062,0,,0,60382,29234,632
5914,Rent,668325,7 years,0,12,27.8,550858,0,,0,342532,15483,724
5915,Rent,,3 years,0,9,27.1,173140,0,,0,111853,29992,
5916,Rent,938030,3 years,0,10,14,371272,0,,0,268052,8989,710
5917,Home Mortgage,1634000,10+ years,0,10,28.2,1278662,0,,0,693500,21514,742
5918,Home Mortgage,,7 years,0,13,22.5,3738042,0,,0,129124,17647,
5919,Rent,,10+ years,0,6,11,558734,0,,0,160208,19987,
5920,Home Mortgage,814112,8 years,0,11,9.5,296604,0,,0,61997,16282,733
5921,Home Mortgage,2128209,10+ years,0,5,32.3,319110,0,,0,105013,13355,739
5922,Rent,,10+ years,0,7,18.7,317306,0,,0,192375,18487,
5923,Home Mortgage,573135,,0,15,16.6,476564,0,,0,46930,6400,719
5924,Home Mortgage,1772510,10+ years,0,10,17.6,174966,1,,1,76304,11285,686
5925,Home Mortgage,953838,5 years,0,10,12,1017500,0,,0,184528,9777,748
5926,Rent,2335100,3 years,0,14,13.2,718014,0,,0,362767,19226,7290
5927,Rent,948176,1 year,0,12,11.7,208692,0,,0,117325,10059,741
5928,Rent,733172,< 1 year,0,10,10,22000,0,,0,19266,10448,675
5929,Rent,999856,1 year,0,12,16,424974,0,,0,237101,18664,728
5930,Rent,216714,,0,10,7.5,163438,0,,0,47557,4136,690
5931,Rent,1520912,1 year,0,23,16.4,1413698,1,,0,422427,35615,747
5932,Rent,2111527,9 years,0,11,18,1168706,0,,0,180671,12071,749
5933,Rent,,,0,12,13.5,173338,1,,1,79344,9658,
5934,Home Mortgage,5703648,10+ years,0,15,31.4,1447270,0,,0,899935,49432,746
5935,Rent,,8 years,0,12,16.8,1561406,0,,0,865735,26549,
5936,Home Mortgage,1584486,10+ years,0,11,25.9,2623500,0,,0,713716,20994,745
5937,Home Mortgage,2687303,6 years,0,12,25.5,1129810,0,,0,835240,39638,744
5938,Own Home,1433265,10+ years,0,11,22.4,1036684,0,,0,209513,6844,745
5939,Home Mortgage,,2 years,0,15,20.1,487608,0,,0,244663,19728,
5940,Rent,1691874,7 years,0,13,19.8,771056,0,,0,487445,17765,738
5941,Rent,,1 year,0,16,14.8,128678,0,,0,44897,16432,
5942,Rent,1197551,9 years,0,5,16.6,311740,0,,0,102315,1697,719
5943,Rent,3129357,1 year,0,22,19.9,690910,0,,0,86526,35466,737
5944,Home Mortgage,2365367,5 years,0,16,23.6,3007136,0,,0,1742642,47347,742
5945,Own Home,,10+ years,0,11,18.4,1516482,0,,0,733438,20186,
5946,Home Mortgage,1917860,1 year,0,7,22.7,370964,0,,0,91314,12482,745
5947,Home Mortgage,1458630,3 years,0,13,9,198242,0,,0,167276,10964,744
5948,Home Mortgage,1221054,9 years,0,8,12.7,576928,0,,0,286007,14134,717
5949,Own Home,603554,10+ years,0,12,14.5,357874,0,,0,114969,14787,734
5950,Home Mortgage,1921660,10+ years,0,13,21,11513458,0,,0,835259,32636,738
5951,Home Mortgage,1706580,< 1 year,0,11,11.8,676390,0,,0,555522,21759,7170
5952,Home Mortgage,1038103,7 years,0,12,13,655358,0,,0,342988,19205,674
5953,Rent,1617869,10+ years,0,7,17.5,548416,0,,0,273277,21437,7330
5954,Home Mortgage,1223277,10+ years,0,4,35.5,775940,0,,0,21451,928,750
5955,Home Mortgage,1812771,10+ years,0,10,19.6,620026,0,,0,69084,9880,7230
5956,Home Mortgage,1530792,10+ years,0,13,27.4,1324840,0,,0,613282,21176,733
5957,Rent,1942902,10+ years,0,6,10.5,463738,0,,0,93309,1263,746
5958,Rent,1481240,1 year,0,12,30.7,575960,0,,0,308902,20244,733
5959,Rent,854335,7 years,0,15,16.9,606100,0,,0,427139,20290,740
5960,Home Mortgage,,< 1 year,0,13,33,375584,1,,1,150176,17205,
5961,Rent,780045,2 years,0,17,20.9,423522,0,,0,303962,21841,6970
5962,Rent,916104,6 years,0,13,7.5,247280,0,,0,70699,15955,700
5963,Rent,992047,7 years,0,16,17.5,391446,1,,1,135223,7349,737
5964,Rent,,,0,14,11,180026,0,,0,105735,5700,
5965,Home Mortgage,681169,1 year,0,16,21,497992,0,,0,199139,15667,712
5966,Home Mortgage,1121304,7 years,0,10,15.6,408760,0,,0,124963,14764,718
5967,Rent,972002,5 years,0,10,22.4,507386,0,,0,351443,24219,676
5968,Own Home,444904,,0,9,23.4,363220,1,,1,123595,8046,738
5969,Rent,2897310,10+ years,7,9,20,434126,7,,0,275576,37182,716
5970,Rent,1115965,3 years,0,15,28.1,697312,0,,0,115615,28085,748
5971,Home Mortgage,2383265,10+ years,0,24,30.3,2234056,0,,0,737029,42899,746
5972,Own Home,931190,7 years,0,7,16.4,108460,0,,0,62301,5013,719
5973,Home Mortgage,1538848,3 years,0,8,11.2,656920,0,,0,342114,20005,643
5974,Home Mortgage,3131865,10+ years,0,8,24.8,8903180,0,,0,2875726,22210,745
5975,Home Mortgage,2444065,10+ years,0,19,27.6,794266,0,,0,190684,36661,747
5976,Rent,931855,9 years,0,10,13.7,215864,0,,0,53884,7998,745
5977,Rent,2330122,10+ years,0,17,26,157586,0,,0,107654,35709,709
5978,Home Mortgage,1672380,< 1 year,0,13,20.6,339658,0,,0,146965,30521,7080
5979,Rent,1453500,10+ years,0,7,19.4,136906,0,,0,111720,6529,721
5980,Rent,1323882,2 years,0,19,18,1273734,0,,0,779931,27471,744
5981,Home Mortgage,1584315,10+ years,0,9,24.5,386496,0,,0,294747,36439,743
5982,Own Home,1981472,10+ years,0,13,23.1,5135702,0,,0,1610041,23778,727
5983,Rent,,< 1 year,0,6,11.8,180334,0,,0,133627,14594,
5984,Rent,1722958,,0,6,19.6,513150,0,,0,163533,3963,750
5985,Home Mortgage,,5 years,0,5,26.9,532466,0,,0,412946,18734,
5986,Home Mortgage,,10+ years,0,14,19,520630,0,,0,403313,15017,
5987,Home Mortgage,,10+ years,0,8,25.4,1058926,0,,0,468236,23438,
5988,Home Mortgage,1256489,10+ years,0,12,28.2,952930,0,,0,334134,17905,747
5989,Home Mortgage,1300075,10+ years,0,10,28.5,294470,0,,0,142671,18851,748
5990,Home Mortgage,692132,7 years,0,9,13.3,637076,0,,0,309206,8594,747
5991,Home Mortgage,991363,7 years,0,4,16.1,55198,0,,0,47766,9996,719
5992,Home Mortgage,887034,6 years,0,12,16,796334,0,,0,513760,9240,692
